,artist_id,artists_name,track_id,song_name,album_name,album_type,release_date,popularity,danceability,energy,key,loudness,instrumentalness,liveness,acousticness,tempo,mode,valence,duration_ms,time_signatures
301,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,4edHoZerfvMGeLz3ohZit6,iPad,So Far So Good,album,2022-06-08,64,0.665,0.628,2,-6.297,2.02e-05,0.0947,0.00502,121.979,1,0.551,202406,4
302,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,72jbDTw1piOOj770jWNeaG,Paris,Memories...Do Not Open,album,2017-04-07,72,0.653,0.658,2,-6.428,1.66e-06,0.0939,0.0215,99.99,1,0.219,221507,4
303,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,3vv9phIu6Y1vX3jcqaGz5Z,Roses,Roses,single,2015-06-16,70,0.713,0.802,4,-7.055,0.00377,0.309,0.0435,100.001,1,0.343,226739,4
304,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,0fTiDOXRNEN0lUeYGoSHml,Somebody,Sick Boy,album,2018-12-14,58,0.32,0.63,10,-7.019,0.0,0.102,0.192,203.443,0,0.323,221987,4
305,08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,5e9TFTbltYBg2xThimr0rU,The Chain - 2004 Remaster,Rumours (Super Deluxe),album,1977-02-04,77,0.545,0.67,9,-8.81,0.000822,0.0451,0.009,151.553,1,0.481,270213,4
306,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,1KeZgPUr54C8iz3FjqzVoz,Young,Memories...Do Not Open,album,2017-04-07,57,0.615,0.564,9,-6.384,0.0,0.148,0.0105,103.006,1,0.454,224773,4
307,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,7dTd00X8Mc5iErfQQyBA6B,Riptide,So Far So Good,album,2022-06-08,58,0.717,0.734,5,-5.712,0.000101,0.147,0.28,91.014,1,0.894,171360,4
308,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,Don't Let Me Down,single,2016-02-05,76,0.532,0.869,11,-5.094,0.00508,0.136,0.157,159.803,1,0.422,208373,4
309,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,548pWs8FmBjkr3Qqm2TdPQ,Testing,So Far So Good,album,2022-06-08,45,0.576,0.647,10,-10.027,0.00103,0.0986,0.00816,142.018,0,0.16,219424,4
310,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,2i6FWcstV4Ct72L4ORnfwZ,Make Me Feel,Make Me Feel,single,2023-01-13,63,0.651,0.986,1,-3.755,0.898,0.271,0.0735,123.969,1,0.513,154839,4
311,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,6RUKPb4LETWmmr3iAEQktW,Something Just Like This,Memories...Do Not Open,album,2017-04-07,81,0.617,0.635,11,-6.769,1.44e-05,0.164,0.0498,103.019,0,0.446,247160,4
312,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,15vzANxN8G9wWfwAJLLMCg,Paris,Paris,single,2017-01-13,66,0.646,0.644,2,-6.763,0.0,0.0888,0.0243,99.999,1,0.251,221520,4
313,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,1HOlb9rdNOmy9b1Fakicjo,#SELFIE,#SELFIE,single,2014-01-01,60,0.789,0.916,0,-3.262,8.09e-06,0.077,0.0135,127.956,1,0.658,183750,4
314,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,3g0mEQx3NTanacLseoP0Gw,Takeaway,World War Joy,album,2019-12-06,70,0.528,0.511,3,-8.144,0.0,0.101,0.126,100.1,1,0.351,209880,4
315,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,2h4HvAKEVp9eehdkGb5Jpm,Cyanide,So Far So Good,album,2022-06-08,45,0.583,0.707,0,-6.303,0.0,0.105,0.0181,104.022,1,0.279,273385,4
316,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,4BiiOzZCrXEzHRLYcYFiD5,Hope,Sick Boy,album,2018-12-14,61,0.773,0.699,1,-5.982,3.6e-06,0.0814,0.488,104.941,0,0.513,180120,4
317,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen,1PTQ22h4JKA2u6BTbuZ5Oc,Chain Smokin',Chain Smokin',single,2016-07-29,63,0.384,0.834,1,-3.84,0.0,0.125,0.152,203.888,0,0.266,222133,4
318,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,58kZ9spgxmlEznXGu6FPdQ,Sick Boy,Sick Boy,album,2018-12-14,64,0.663,0.577,11,-7.518,0.0,0.12,0.109,89.996,0,0.454,193200,4
319,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,0wfbD5rAksdXUzRvMfM3x5,The One,Memories...Do Not Open,album,2017-04-07,55,0.76,0.303,2,-11.362,8.09e-06,0.294,0.238,99.991,1,0.15,177573,4
320,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,5FvGI8KtImlEbOsvEW3pfX,The Fall,So Far So Good,album,2022-06-08,64,0.664,0.939,0,-4.699,0.0142,0.167,0.011,121.979,0,0.285,196022,4
321,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,3TKpJrY9q49Mj1JOsM9zGL,Family,World War Joy,album,2019-12-06,56,0.584,0.607,11,-6.605,0.0,0.101,0.426,117.817,1,0.374,194827,4
322,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,2fVHrSxsQbJUuj9MW9zG1e,Who Do You Love,World War Joy,album,2019-12-06,67,0.51,0.846,3,-4.595,0.0,0.208,0.0101,139.927,1,0.475,226733,4
323,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,2rizacJSyD9S1IQUxUxnsK,All We Know,All We Know,single,2016-09-29,67,0.662,0.586,0,-8.821,0.00272,0.115,0.097,90.0,1,0.296,194080,4
324,1anyVhU62p31KFi8MEzkbf,Chance the Rapper,4Jh8aypoHtCqv5GPzZxPsz,Chain Smoker,Acid Rap,album,2013-04-30,47,0.661,0.557,1,-8.798,0.000128,0.169,0.0202,110.967,1,0.412,210562,4
325,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,2bQhVQbV7VBzSOPo8mbkUR,Beach House,Sick Boy,album,2018-12-14,52,0.4,0.838,0,-4.491,0.0,0.341,0.174,179.945,1,0.533,206120,4
326,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,3K01yfjGY0NslZrXkWVAtK,Siren,Sick Boy,album,2018-12-14,41,0.588,0.779,4,-4.284,0.0114,0.371,0.351,150.015,0,0.264,174307,4
327,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,4HEuDdg39xP8qgkJqop6CG,Channel 1,So Far So Good,album,2022-06-08,44,0.704,0.451,0,-7.632,0.0,0.338,0.403,166.057,1,0.572,199921,4
328,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,3FWPoYBDserKdzcattMFGa,Roses (feat. ROZES),Bouquet,single,2015-10-23,54,0.718,0.808,4,-7.652,0.00414,0.225,0.0299,100.033,1,0.309,225813,4
329,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,2PC9Tl8SWVO2yhDDtJcrAi,Setting Fires,Collage EP,single,2016-11-04,50,0.626,0.717,8,-5.751,0.0,0.261,0.017,105.039,0,0.56,247427,4
330,08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,7Dm3dV3WPNdTgxoNY7YFnc,The Chain - 2004 Remaster,Rumours,album,1977-02-04,60,0.522,0.755,9,-6.95,6.63e-05,0.0781,0.0517,151.796,1,0.637,269813,4
331,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,5brMyscUnQg14hMriS91ks,Kanye,Kanye,single,2014-08-05,51,0.599,0.614,10,-6.573,1.56e-06,0.117,0.00203,128.044,1,0.122,229947,4
332,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,07DqkQrhTC0HmQWewLnax9,If You're Serious,So Far So Good,album,2022-06-08,49,0.695,0.752,11,-8.988,0.00902,0.101,0.000702,111.023,1,0.424,224669,4
333,1mSJCvDX0W7Dn7S9C6vmvI,Anna of the North,08qjPXZBdEyif5PxU2AY9S,Sway - Chainsmokers Remix,Sway (Chainsmokers Remix),single,2014-10-07,46,0.673,0.795,2,-6.21,0.0111,0.117,0.0555,105.025,1,0.437,180571,4
334,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,5d8a5B6RlYnquvR4X4OIrX,Time Bomb,So Far So Good,album,2022-06-08,54,0.842,0.681,1,-5.73,2.32e-05,0.125,0.232,109.97,0,0.872,203062,4
335,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,7crMiinWx373rNBZBaVske,Closer,Collage EP,single,2016-11-04,48,0.738,0.541,8,-5.597,0.0,0.11,0.415,94.949,1,0.657,245507,4
336,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,12MqM3S0fTvR6X4Jt1Xvn6,Until You Were Gone,Until You Were Gone,single,2015-09-18,49,0.577,0.698,1,-4.773,0.0,0.131,0.0541,128.061,1,0.324,215625,4
337,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,09EVL34Hr8e1jzFF5Hjb0v,Why Can't You Wait,So Far So Good,album,2022-06-08,56,0.707,0.582,0,-6.308,4.78e-06,0.104,0.0153,115.017,1,0.272,229929,4
338,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,3mbkAtfG36iBb4HBf1qEb8,Something Different,So Far So Good,album,2022-06-08,45,0.604,0.591,5,-7.756,1.49e-06,0.106,0.0353,150.046,1,0.524,154542,4
339,2cJyZ3relxSBT15LIGBjLL,Marko Penn,3V9Lo54ikQCiMQxV0Y5t0W,Chainsmoker,Dirty Work,album,2017-06-30,52,0.881,0.63,9,-4.611,6.81e-06,0.0981,0.0872,77.998,1,0.648,147572,4
340,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,26AuyrZGzWWiYZPSd3XBIg,Bloodstream,Memories...Do Not Open,album,2017-04-07,49,0.62,0.627,9,-5.889,0.0,0.172,0.0317,90.955,1,0.164,224280,4
341,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,7sG2bWi2eDtvX9vX8yC1Gn,Inside Out,Inside Out,single,2016-04-01,51,0.545,0.65,7,-5.853,7.98e-06,0.122,0.00308,143.937,0,0.121,233773,4
342,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,2PgMUAn2bBpm8gz6yAXvVL,Kills You Slowly,World War Joy,album,2019-12-06,48,0.696,0.439,1,-8.77,0.0,0.127,0.0636,149.923,0,0.229,213320,4
343,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,5xhJmd0I15jFcEdqxfCzKk,It Won't Kill Ya,Memories...Do Not Open,album,2017-04-07,51,0.572,0.53,6,-8.521,0.000169,0.127,0.0647,170.138,0,0.12,217613,4
344,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,0bGLvHd0ApdT4t0shCfpzG,Side Effects,Sick Boy,album,2018-12-14,54,0.669,0.711,8,-6.758,0.0,0.466,0.00217,110.01,1,0.544,172747,4
345,5ujHxhxEOjzfNA2ZkGNluh,Mauro Rawn,34wLVXeIbiBla1FOmFAxvs,The Chainsmokers,FUTURE DANCE HIT COMPILATION 2021,compilation,2021-03-24,1,0.815,0.681,1,-9.24,0.00143,0.207,0.000858,127.983,1,0.993,58953,4
346,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,27i7Afdxq40V7qCqHnRTt6,Save Yourself,Sick Boy,album,2018-12-14,42,0.618,0.871,4,-5.154,0.00921,0.0742,0.000989,146.033,0,0.0907,210453,4
347,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,0oxPA3C0E3zkEDkfYogCb0,Solo Mission,So Far So Good,album,2022-06-08,46,0.669,0.569,3,-6.185,2.39e-06,0.0515,0.169,83.971,0,0.553,265812,4
348,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,6KXmKsgyW8EtRHlMk1ehKi,Why Can't You Wait - 3LAU Remix,Why Can't You Wait (3LAU Remix),single,2022-06-06,47,0.612,0.679,0,-8.72,0.177,0.164,0.00292,123.964,1,0.13,221613,4
349,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,5MgBUUjbkQ27Kd9CbeZFLo,Roses (feat. ROZES) - Zaxx Remix,Roses (Remixes) (feat. ROZES),single,2016-01-01,52,0.677,0.881,1,-3.534,0.0146,0.359,0.00445,128.121,0,0.566,190267,4
350,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,0ICvpUuQrVd65WeZjVX44u,Fade,Origins,single,2022-07-01,54,0.785,0.649,6,-4.149,0.0388,0.0793,0.0112,179.966,1,0.472,264048,4
351,3z88pgkx0YCQiXdNMhkzpk,Awan Rizky,4kSTX3DcbtXqddYykYDJoy,Alan Walker,Alan Walker,album,2022-10-07,27,0.742,0.971,1,-5.077,0.453,0.0877,0.0215,140.009,0,0.722,200592,4
352,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,698ItKASDavgwZ3WjaWjtz,Faded,Different World,album,2018-12-14,75,0.468,0.627,6,-5.085,7.97e-06,0.11,0.0281,179.642,1,0.159,212107,4
353,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,7gHs73wELdeycvS48JfIos,Faded,Faded,single,2015-12-04,68,0.589,0.651,6,-5.097,3.2e-06,0.111,0.0291,90.011,1,0.166,212627,4
354,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,28VbwtsYnj85UEODGpQRem,"Alone, Pt. II",World Of Walker,album,2021-11-26,69,0.673,0.659,3,-4.493,0.0,0.129,0.539,88.011,0,0.628,179053,4
355,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,3LlmKSHR3Rs0Y3KHQLAYDk,Alone,Different World,album,2018-12-14,70,0.673,0.914,10,-3.962,0.000478,0.186,0.229,97.021,1,0.183,160427,4
356,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,6SRWhUJcD2YKahCwHavz3X,Darkside,Different World,album,2018-12-14,70,0.43,0.606,4,-5.115,0.0,0.173,0.131,169.988,0,0.123,211680,4
357,6pWcSL9wSJZQ9ne0TnhdWr,K-391,4jp4Z02kzzg8gK0NmDGgml,Play,Play,single,2019-08-30,67,0.52,0.798,6,-5.498,0.0,0.0932,0.101,101.944,0,0.168,167977,4
358,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,5CkNcNcocnAWbshrLuCl2B,Somebody Like U,Walkerverse Pt. I & II,album,2022-11-25,61,0.616,0.698,9,-6.496,0.0,0.177,0.153,124.973,1,0.187,191099,4
359,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,0BxhpnfBTbnDfXi7mK4B6B,Ritual,Walkerverse Pt. I & II,album,2022-11-25,59,0.607,0.816,9,-4.853,0.000571,0.0969,0.00157,125.936,1,0.315,145824,4
360,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,5Q7xgSQqyhwrC2fJAXLeWE,Interlude,Different World,album,2018-12-14,44,0.467,0.0262,7,-14.617,0.95,0.132,0.917,130.253,1,0.218,79107,4
361,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,7dRlvfMWDLG11RidzmLrWe,Hello World,Walkerverse Pt. I & II,album,2022-11-25,51,0.658,0.649,10,-6.546,2.51e-05,0.193,0.0073,104.103,0,0.122,171586,4
362,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,1zS7wXUlPhxdOgGZ7RorQ2,Hello World,Hello World,single,2022-03-04,57,0.651,0.646,10,-6.548,3.19e-05,0.193,0.00738,104.139,0,0.124,171586,4
363,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,6k1Q8mNcA2jFH0uv5B6g9G,Sorry,World Of Walker,album,2021-11-26,55,0.542,0.561,5,-7.029,0.0704,0.135,0.437,175.998,0,0.183,165388,4
364,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,7dcmZskqXONZuIuqGRLJ1C,Intro,Different World,album,2018-12-14,49,0.399,0.222,5,-11.073,0.802,0.0906,0.864,128.231,1,0.0387,76120,4
365,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,1DpcBu9lrHO6tmboAkdY4B,Spectre,Origins,single,2022-07-01,53,0.805,0.758,4,-4.819,0.335,0.125,0.000875,127.95,1,0.423,230635,4
366,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,2DGa7iaidT5s0qnINlwMjJ,The Spectre,The Spectre,single,2017-09-15,68,0.654,0.711,1,-7.437,0.00191,0.0903,0.0214,127.957,0,0.198,193788,4
367,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,1hf9Wu2l0XIgAcTZLSAUJe,Shut Up,Walkerverse Pt. I & II,album,2022-11-25,68,0.378,0.614,1,-3.809,0.0,0.309,0.13,175.937,0,0.451,132955,4
368,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,0JiVRyTJcJnmlwCZ854K4p,Alone,Alone,single,2016-12-02,58,0.676,0.929,10,-3.194,0.000405,0.121,0.186,97.019,1,0.157,161200,4
369,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,6GZaY8DSHOgllwQ28ok7Rs,Heading Home,World Of Walker,album,2021-11-26,49,0.73,0.772,10,-4.514,0.0,0.0707,0.0276,107.996,1,0.0951,187085,4
370,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,02Jk9LuQmKe6YYFfcRdXpY,Faded (Interlude),Different World,album,2018-12-14,46,0.347,0.306,6,-19.755,0.967,0.166,0.761,179.792,1,0.0862,41867,4
371,3o6ANFc1elhbAeqRYphStE,The Walkers,66TdgLCf9Bic8nBsNv0YuD,Unity,Unity,single,2022-06-03,60,0.61,0.661,11,-6.801,2.14e-05,0.11,0.093,114.894,1,0.197,204533,4
372,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,0nrWZWkJM62ftQJSI8fDc0,Diamond Heart,Different World,album,2018-12-14,58,0.478,0.633,0,-6.19,0.0,0.41,0.123,89.909,1,0.287,240333,4
373,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,22O2Zdfj3jnJZDSzlDMAJp,Heading Home,Heading Home,single,2020-04-01,54,0.73,0.789,10,-3.982,0.0,0.129,0.0269,107.981,1,0.106,184889,4
374,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,0bMbDctzMmTyK2j74j3nF3,"Alone, Pt. II","Alone, Pt. II",single,2019-12-27,70,0.67,0.668,3,-4.306,0.0,0.133,0.536,88.033,0,0.608,179053,4
375,5WUlDfRSoLAfcVSX1WnrxN,Sia,6LUOMjoORvAkdhBYvESO46,Move Your Body - Alan Walker Remix,This Is Acting (Deluxe Version),album,2016-10-21,63,0.636,0.789,10,-4.905,0.000896,0.391,0.0834,128.028,0,0.4,217907,4
376,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,0HmONWWIU1FXkwWLDpqrjl,Faded - Instrumental,Faded,single,2015-12-04,47,0.75,0.617,6,-6.725,0.318,0.105,0.00073,89.968,1,0.108,214013,4
377,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,19TSNGmvdTtlxYn4YqYUMf,Routine,Routine,single,2016-11-30,53,0.641,0.824,6,-3.706,0.0621,0.258,0.0624,115.003,0,0.257,166973,4
378,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,1snWlbcbgQpJfknoI30DWG,Darkside,Darkside,single,2018-07-27,57,0.425,0.642,4,-5.06,0.0,0.118,0.164,170.008,0,0.112,211867,4
379,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,1zOOl8f7qkjj0AmvlCfLyQ,The Drum,The Drum,single,2022-04-29,65,0.783,0.762,6,-4.727,6.56e-05,0.092,0.158,127.993,1,0.33,189288,4
380,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,2xcNKsFTcNOyKrlWqIAWCe,Lovesick,Lovesick,single,2022-11-04,50,0.593,0.559,9,-4.696,2.27e-06,0.354,0.00511,122.902,0,0.168,129024,4
381,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,7kVDkZkZc8qBUBsF6klUoY,I Don't Wanna Go,Different World,album,2018-12-14,56,0.423,0.751,11,-5.632,0.0,0.243,0.136,148.773,1,0.522,161667,4
382,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,1tfVpMI8G6EakZU4rEja4w,Sing Me to Sleep,Different World,album,2018-12-14,61,0.474,0.622,4,-6.381,3.82e-06,0.327,0.0129,176.062,0,0.158,187800,4
383,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,4J4zx8xGJpuGndrVc06KaT,Diamond Heart,Diamond Heart,single,2018-09-28,55,0.499,0.638,0,-6.145,0.0,0.631,0.129,89.98,1,0.253,239835,4
384,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,34F4GJFUzPvPJmGrTpyqlZ,Faded (Restrung),Faded,single,2015-12-04,43,0.382,0.382,6,-6.635,0.000309,0.139,0.916,179.844,1,0.293,217053,4
385,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,0ucwsCom5SsW4r21ht5cpK,Adventure Time,Walkerverse Pt. I & II,album,2022-11-25,45,0.608,0.515,0,-10.529,0.634,0.181,0.0715,130.957,0,0.557,186013,4
386,23fqKkggKUBHNkbKtXEls4,Kygo,76c4KOymiPUkWEeIIc0DQr,Stranger Things (feat. OneRepublic) - Alan Walker Remix,Kids in Love (Remixes),album,2018-02-14,59,0.659,0.742,0,-4.624,0.0,0.217,0.146,106.947,1,0.729,178413,4
387,0NGAZxHanS9e0iNHpR8f2W,Alok,7BhmwvCdQZNwuQXSHw5TzP,Headlights (feat. KIDDO),Headlights (feat. KIDDO),single,2022-02-18,68,0.626,0.754,2,-6.217,0.00404,0.157,0.00998,100.015,0,0.317,158400,4
388,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,3b5Li4QKDVBx1x7fQuu54a,Tired,Tired,single,2017-05-19,59,0.69,0.876,2,-4.159,0.0,0.147,0.0428,123.994,1,0.493,192112,4
389,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,2DwNvCKsQLtLILczk3I9bA,Blue,Walkerverse Pt. I & II,album,2022-11-25,52,0.492,0.848,8,-6.718,0.000139,0.0665,0.00318,180.015,0,0.49,157566,4
390,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,31odF1W48AxUG6nPEHQXyg,Ignite (feat. K-391) - Instrumental,Ignite (feat. K-391) [Instrumental],single,2017-04-07,40,0.707,0.843,8,-4.787,0.576,0.0939,0.104,89.996,0,0.532,210307,4
391,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,4m63ZA9od3vICn0AOEG5qo,Sheep (Alan Walker Relift),Sheep (Alan Walker Relift),single,2018-08-31,44,0.692,0.666,6,-7.998,1.92e-05,0.347,0.0259,89.995,0,0.259,156000,4
392,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,63dMNGUUu7rXX0NZYVO3Tm,Time - Alan Walker Remix,World Of Walker,album,2021-11-26,47,0.575,0.941,7,-7.908,0.736,0.146,0.0872,127.967,1,0.0387,146053,4
393,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,1KR9TkyhxqqpOk45WAm7bM,Running Out Of Roses,Walker Racing League,single,2021-09-10,63,0.753,0.539,3,-6.946,0.0,0.0664,0.0505,124.015,1,0.443,136563,4
394,0ZED1XzwlLHW4ZaG4lOT6m,Julia Michaels,3abKAw6reL2U3vhAe98ZsY,Issues - Alan Walker Remix,Issues (Alan Walker Remix),single,2017-05-05,53,0.752,0.774,8,-4.379,8.3e-06,0.0993,0.142,113.935,1,0.625,181000,4
395,7hssUdpvtY5oiARaUDgFZ3,Ina Wroldsen,2r9hCNjupNy2C2g3r6SNz6,Strongest (Alan Walker Remix),Strongest (Alan Walker Remix),single,2017-12-01,62,0.722,0.787,0,-4.013,6.46e-06,0.124,0.0785,92.022,1,0.852,210286,4
396,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,4heFQCyiW0RUEX1Q1lb008,Different World (feat. CORSAK),Different World,album,2018-12-14,58,0.602,0.752,7,-4.931,0.0,0.13,0.0638,130.037,0,0.331,202907,4
397,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,5GDpODnukzZZIXXjPWOrDQ,Sky,EDC Las Vegas 2017,compilation,2017-06-09,50,0.696,0.84,7,-5.196,0.801,0.159,0.000202,130.026,0,0.177,203386,4
398,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,4bMLBGnjAGVFpjAfIkD0UY,Believers,Believers,single,2021-05-14,56,0.649,0.69,8,-5.384,0.0,0.161,0.0247,104.04,0,0.593,159078,4
399,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,7MDobIiZKLbDDibHDA1fl8,Faded - Tiesto's Northern Lights Remix,Faded (Remixes),single,2016-04-29,51,0.419,0.752,6,-5.605,0.0032,0.129,0.0238,125.846,1,0.129,250280,4
400,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,3PfIrDoz19wz7qK7tYeu62,Don't Start Now,Future Nostalgia,album,2020-03-27,79,0.793,0.793,11,-4.521,0.0,0.0951,0.0123,123.95,0,0.679,183290,4
401,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,5nujrmhLynf4yMoMtj8AQF,Levitating (feat. DaBaby),Future Nostalgia,album,2020-03-27,80,0.702,0.825,6,-3.787,0.0,0.0674,0.00883,102.977,0,0.915,203064,4
402,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,39LLxExYz6ewLAcYrzQQyP,Levitating,Future Nostalgia,album,2020-03-27,79,0.695,0.884,6,-2.278,0.0,0.213,0.0561,103.014,0,0.914,203808,4
403,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,76cy1WJvNGJTj78UqeA5zr,IDGAF,Dua Lipa (Deluxe),album,2017-06-02,76,0.836,0.544,7,-5.975,0.0,0.0824,0.0403,97.028,1,0.51,217947,4
404,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,3AzjcOeAmA57TIOr9zF1ZW,Physical,Future Nostalgia,album,2020-03-27,74,0.647,0.844,0,-3.756,0.000658,0.102,0.0137,146.967,1,0.746,193829,4
405,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,1nYeVF5vIBxMxfPoL0SIWg,Hallucinate,Future Nostalgia,album,2020-03-27,65,0.627,0.69,10,-5.396,0.0,0.0742,0.033,122.053,0,0.627,208505,4
406,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,2ekn2ttSfGqwhhate0LSR0,New Rules,Dua Lipa (Deluxe),album,2017-06-02,77,0.762,0.7,9,-6.021,1.56e-05,0.153,0.00261,116.073,0,0.608,209320,4
407,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,6pbKWWP8WwTaP5TbSq1vCA,Hallucinate,Future Nostalgia (The Moonlight Edition),album,2021-02-11,61,0.627,0.69,10,-5.396,0.0,0.0742,0.033,122.053,0,0.627,208505,4
408,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,1diS6nkxMQc3wwC4G1j0bh,We're Good,Future Nostalgia (The Moonlight Edition),album,2021-02-11,72,0.722,0.588,6,-5.932,0.0,0.183,0.0319,134.01,1,0.59,165507,4
409,181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,7mFj0LlWtEJaEigguaWqYh,Sweetest Pie,Sweetest Pie,single,2022-03-11,72,0.814,0.628,7,-7.178,0.0,0.101,0.167,123.977,1,0.677,201334,4
410,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,5UncbfPKpWlxsWWyhmM87l,Physical,Future Nostalgia (The Moonlight Edition),album,2021-02-11,65,0.647,0.844,0,-3.756,0.000658,0.102,0.0137,146.967,1,0.746,193829,4
411,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,2FlcxnvybdwpaMmMhaRtSN,Don't Start Now,Future Nostalgia (The Moonlight Edition),album,2021-02-11,66,0.793,0.793,11,-4.521,0.0,0.0951,0.0123,123.95,0,0.679,183290,4
